ID do Produto;Transação;Operação (Entrada/Saída);Data de Entrada;Data de Saída;Quantidade;Data de Validade
12;f0e21a9d-201b-43b0-84b5-c5b6e0d8efd2;Entrada;2024-06-16;;1;2025-03-12
40;af157b7f-615b-4bf7-a241-6e5000eea058;Saída;;2024-06-28;2;2024-08-11
7;fd2f63b0-e26f-43ee-b118-e7dde8d40360;Entrada;2024-06-19;;3;2024-09-14
79;67833bb1-425a-4880-9842-ae528ef41cb0;Saída;;2024-06-26;4;2025-01-24
23;46a437af-43c9-42aa-8164-7612b26f45c9;Entrada;2024-06-21;;5;2025-05-17
79;f130cdb2-364f-430c-ba33-ddaaa8caa9f3;Saída;;2024-06-25;6;2024-08-12
23;76684149-6ff2-41f9-b6c8-4b3aa470c164;Entrada;2024-06-01;;7;2024-11-04
59;466efb6e-250e-498a-a513-b68bcab36fa4;Saída;;2024-06-15;8;2024-11-20
28;01b117a7-5d86-4284-b21b-d69b9954050f;Entrada;2024-06-21;;9;2025-03-17
44;773f66ca-1ab5-474a-b39b-447620b35541;Saída;;2024-06-08;10;2025-03-10
14;41258fe2-d790-46d9-ba13-83dacb19c386;Entrada;2024-06-03;;11;2024-11-13
36;d7dccade-5a9c-4d97-b2c7-5167f0a189fa;Saída;;2024-06-07;12;2024-09-29
34;a7ff0564-a3c2-4aa8-b410-4da4ef6a828b;Entrada;2024-06-12;;13;2025-04-26
36;fb5d081d-f633-4e06-a2bc-99eea4aa7ace;Saída;;2024-06-10;14;2025-03-05
58;cd82978c-b27f-4a35-8e93-896fe58d1b99;Entrada;2024-06-08;;15;2024-07-23
41;3ce7b931-8c14-4515-8b86-d851dcc2c18d;Saída;;2024-06-25;16;2024-11-07
4;7c984f59-e573-4635-acec-f63f04b126da;Entrada;2024-06-09;;17;2025-04-24
14;c8726578-8a84-437f-8f10-f485d18ab699;Saída;;2024-06-02;18;2025-02-06
65;1036f6dc-9f84-4803-863c-3e494efae7a1;Entrada;2024-06-29;;19;2025-01-24
27;a7802751-bcf7-4ad8-813b-5a703494b62c;Saída;;2024-06-09;20;2024-10-10
9;68ac2519-f9ee-4190-975b-ec35c4a0b9b5;Entrada;2024-06-04;;21;2025-05-23
25;b89aca4e-0eca-4ded-ba66-e79ff7070da1;Saída;;2024-06-27;22;2025-02-09
34;216e4632-9a0e-4d16-bcd1-6a3cf61c5d1c;Entrada;2024-06-10;;23;2024-06-02
27;f5932ced-f3c3-4c06-a4b7-bccaffaf2e19;Saída;;2024-06-19;24;2024-06-25
80;f12a7a4a-eafe-4a2d-b4d0-2981135dc4a1;Entrada;2024-06-19;;25;2025-02-03
1;1c6442f3-c3a2-4431-a517-26ef40e7c797;Saída;;2024-06-06;26;2024-12-05
32;78187622-eab8-440b-a660-64639c19b43a;Entrada;2024-06-26;;27;2024-06-14
