ID do Produto;Transação;Operação (Entrada/Saída);Data de Entrada;Data de Saída;Quantidade;Data de Validade
66;fd872b9f-5f0b-45a6-9298-d2eb17fd6bfc;Entrada;2024-01-15;;1;2024-09-06
35;797ee34a-b322-45d0-8e77-d9ef8a89e9cb;Saída;;2024-01-27;2;2024-10-06
16;f32439dc-473d-4e5c-bc43-c1df7a6fd542;Entrada;2024-01-06;;3;2024-08-04
1;10abd79d-f4ac-486b-8016-2ceb7171dd9e;Saída;;2024-01-28;4;2024-04-19
56;0ea78001-a357-4b61-be43-cda2a26b0a75;Entrada;2024-01-15;;5;2024-03-01
64;538267cd-3a9c-4be8-9b40-a3f4aedc1d69;Saída;;2024-01-22;6;2024-09-10
27;3a31452f-235f-4210-938e-41800b08afb7;Entrada;2024-01-19;;7;2024-07-25
23;1347fbcb-ef0d-4357-a13c-9452c784f860;Saída;;2024-01-22;8;2024-10-14
52;77bbba43-cae5-48d4-b677-013f0c226afc;Entrada;2024-01-12;;9;2024-03-27
55;f23d2f51-e667-4a9c-974a-9327ce90a7c0;Saída;;2024-01-17;10;2024-04-15
5;e7f829de-3c8c-41e3-902e-860cac7af7c1;Entrada;2024-01-29;;11;2024-11-07
21;8631e55d-42dd-4502-8870-d5f3eeba3119;Saída;;2024-01-27;12;2024-12-05
22;ab44599b-d137-4f69-bbe2-4d04b95d756c;Entrada;2024-01-29;;13;2024-10-18
70;b7529e84-fec9-4586-8cc4-9f87906dafd3;Saída;;2024-01-18;14;2024-12-14
11;74c3882e-1af9-4e59-ae3f-495906f024ce;Entrada;2024-01-24;;15;2024-11-11
31;1347082f-3d2c-4c1e-b3d6-f692c5e56936;Saída;;2024-01-26;16;2024-11-05
35;226e5c35-25ff-4d86-8904-8abacb84bcc5;Entrada;2024-01-25;;17;2024-08-22
66;8b074fa4-c7ee-4876-badc-5dd47a0522cf;Saída;;2024-01-22;18;2024-09-02
53;500af44c-5ea7-45ae-babe-d44d8d878ebf;Entrada;2024-01-14;;19;2024-12-03
54;fa49eaf8-7423-4ec3-ab4f-40591de35450;Saída;;2024-01-26;20;2024-07-21
17;f0e36ca9-c004-448f-b222-534adfbed2a3;Entrada;2024-01-16;;21;2024-06-12
45;234dfbf9-0b98-49e7-89ff-05389082094d;Saída;;2024-01-14;22;2024-08-31
76;5dc98c23-0349-4601-979d-682e3e5ad810;Entrada;2024-01-22;;23;2024-02-26
