ID do Produto;Transação;Operação (Entrada/Saída);Data de Entrada;Data de Saída;Quantidade;Data de Validade
23;a26ca277-7f02-4e54-818f-3b990619b3b8;Entrada;2024-08-13;;1;2025-04-06
70;7ed8dd5f-3230-49a5-8001-fec2df68d4b2;Saída;;2024-08-28;2;2024-10-18
57;c2a8b895-b2b4-4213-8b54-7f657fc5b309;Entrada;2024-08-03;;3;2025-01-03
71;14b7de67-e7c2-454d-acae-1c9d0a5e28c8;Saída;;2024-08-05;4;2024-12-31
14;e5b683c3-579b-4826-bc9d-e27a5ffcbc7e;Entrada;2024-08-15;;5;2024-08-27
17;21ca1d22-a57e-423a-b139-a82a33dab6d1;Saída;;2024-08-05;6;2025-06-28
11;ec18c3cb-9940-4eb7-a06c-648801a04722;Entrada;2024-08-27;;7;2025-06-14
5;204769ec-b0dd-41cc-84ef-6c232502e050;Saída;;2024-08-21;8;2024-08-02
79;f37739ca-c245-4ed8-9921-75c0e8bd150f;Entrada;2024-08-05;;9;2025-03-02
66;579d700c-09dd-4c8e-88f3-c3cb7a616078;Saída;;2024-08-29;10;2024-09-10
65;99da5126-4244-440a-a6e6-e87a0ab44ed2;Entrada;2024-08-27;;11;2024-09-27
16;7f4799ba-926b-4bd4-8612-d46641c4771c;Saída;;2024-08-16;12;2024-08-23
41;97055589-58dd-4e3a-9094-491489bb847a;Entrada;2024-08-26;;13;2025-03-11
32;67005671-7858-4ce7-b177-ffabab21f531;Saída;;2024-08-01;14;2025-04-14
9;8532328a-b585-4cf3-acc0-38374ba17746;Entrada;2024-08-17;;15;2025-05-08
50;70164caf-bdef-467c-b027-76c210bd9dab;Saída;;2024-08-19;16;2025-06-01
9;1a337e4e-dfb6-4735-8a12-4a51c04f5e3c;Entrada;2024-08-24;;17;2024-12-30
25;924a169a-97c4-4211-aa91-9538800248bd;Saída;;2024-08-21;18;2025-04-02
42;26296af8-97ca-47ab-90a3-969331cea05c;Entrada;2024-08-05;;19;2024-12-03
22;451f2315-7e25-427c-b904-f5034cf9b0ef;Saída;;2024-08-15;20;2024-11-04
57;11ff79ba-80e9-498e-8b8b-4eebf73ffc4b;Entrada;2024-08-22;;21;2025-07-13
40;6e7bf24f-20a7-4271-ad90-4bf5a1ed4bcd;Saída;;2024-08-08;22;2025-02-05
66;3f7044d9-c32c-4ed7-91a9-12aaccb2089e;Entrada;2024-08-18;;23;2025-02-20
35;386c26ae-86cb-462c-8ef3-64984051a899;Saída;;2024-08-02;24;2024-11-08
35;a1a119b0-7dc4-4ea5-a3f6-dbad5f3064ae;Entrada;2024-08-26;;25;2025-06-05
19;27a71f3a-fb55-4064-a946-282b9cbb1c45;Saída;;2024-08-12;26;2025-02-18
23;f1ed718a-781d-4a7a-9b70-bb8d2f1e5c3a;Entrada;2024-08-22;;27;2024-08-05
38;856a86c3-5186-4fe7-a0a2-022ad5f94753;Saída;;2024-08-19;28;2025-02-28
58;40cf81ee-07a2-4d99-8ab4-3f614a320171;Entrada;2024-08-22;;29;2024-11-10
69;4bc01451-dd19-407c-a49a-595afdf7cffe;Saída;;2024-08-21;30;2025-01-03
42;dfa0aae6-fa1e-4a04-85ab-53f465520d82;Entrada;2024-08-30;;31;2024-10-06
69;8ba13dd1-3ef7-46f8-9981-399f61596102;Saída;;2024-08-03;32;2024-09-09
75;8048157d-5ec8-4753-82be-ec6fb01adfb9;Entrada;2024-08-15;;33;2024-08-02
34;c419c934-3695-42fc-9474-d08695e58cc7;Saída;;2024-08-13;34;2025-03-04
53;94a3c366-237d-4ee3-a472-28d59dbe5d8b;Entrada;2024-08-28;;35;2025-02-15
14;e768c6b1-95bb-486e-b734-27b9ba9833cd;Saída;;2024-08-20;36;2024-09-23
51;b948f49d-1c7d-406f-8558-2f38c4b6bf3c;Entrada;2024-08-18;;37;2025-05-06
39;51295d7d-79e8-47fb-835c-67b98dc9372c;Saída;;2024-08-16;38;2024-12-11
34;5888e5e9-ca80-4b63-ad34-aac8b6e8a5a6;Entrada;2024-08-24;;39;2025-07-31
34;ab113459-9fb4-4a36-b266-f03235219f64;Saída;;2024-08-19;40;2024-08-21
69;4bbb8688-8849-4eae-89f7-84abfb879a1f;Entrada;2024-08-09;;41;2025-07-31
73;4b9a6901-447f-49bb-820c-eaf83bf17360;Saída;;2024-08-07;42;2025-03-24
67;6ade0f26-15c9-4570-98b9-9a00e4740bc3;Entrada;2024-08-21;;43;2024-08-14
31;23b4d4de-f1a0-4ee4-b664-3430f69a9d8e;Saída;;2024-08-30;44;2025-02-25
22;ae6ba37c-11a1-4967-acf9-65aa6d6ceda2;Entrada;2024-08-13;;45;2025-03-17
55;d0b5ca9e-9c4f-446e-9ad8-76ab10595c4d;Saída;;2024-08-30;46;2024-08-09
43;7c48cc77-a492-4ef6-9266-58bf3196e1db;Entrada;2024-08-11;;47;2024-11-01
40;04cc1559-a297-4756-ba54-282e59ab64f4;Saída;;2024-08-09;48;2025-06-26
70;44923150-e847-48ad-b3d8-f54e285c06d6;Entrada;2024-08-04;;49;2025-05-31
19;a3de1a65-dcb2-4c37-9dfd-8c85f941f107;Saída;;2024-08-19;50;2024-08-11
61;b7c30d95-98c6-4803-afec-43313aa8fc05;Entrada;2024-08-01;;51;2024-11-11
