ID do Produto;Transação;Operação (Entrada/Saída);Data de Entrada;Data de Saída;Quantidade;Data de Validade
43;de6cf518-3eff-4a72-8894-0f0c51741594;Entrada;2024-04-29;;1;2024-07-17
22;774f4e9b-a6c4-477c-aadd-34679e2ab13c;Saída;;2024-04-08;2;2024-06-05
67;6da34a4d-5259-48ec-84aa-7602c36f0def;Entrada;2024-04-16;;3;2024-06-23
44;72da1d2c-1792-4567-bf7b-865f37a135d3;Saída;;2024-04-11;4;2024-10-04
73;cb7545f4-0065-4a59-8731-014cde59f6e4;Entrada;2024-04-13;;5;2025-01-10
39;9568479c-9d37-43b8-8b65-99d3db0a2bf7;Saída;;2024-04-29;6;2024-05-20
65;8c94956f-fdde-46f6-b770-a1028ba55a61;Entrada;2024-04-14;;7;2024-08-30
37;c4a89ff4-319c-4555-a2b6-2091ced98cf0;Saída;;2024-04-29;8;2024-09-09
54;10f62fa6-54c8-4462-82f0-ddc79bb721a9;Entrada;2024-04-17;;9;2024-06-16
33;e7463e9a-a5fc-4a4e-b5a0-84b6e0f1d596;Saída;;2024-04-17;10;2024-11-09
34;edfb8c3f-cd07-4f38-8df5-b939faa178f2;Entrada;2024-04-15;;11;2024-10-01
25;27567f54-89c8-477c-bc58-ea15a1efbc12;Saída;;2024-04-26;12;2025-03-13
80;525e77cd-7218-4acb-a054-d9ffc9fa5ff9;Entrada;2024-04-17;;13;2024-09-21
67;66d7301b-8f0c-4fe4-af53-2d53788be73a;Saída;;2024-04-11;14;2024-10-17
18;2785a23c-d536-455d-a217-914f4996e69c;Entrada;2024-04-10;;15;2025-02-10
22;36d07954-da2d-4ba0-9f45-0bde3dad3f7d;Saída;;2024-04-12;16;2025-03-14
5;68adbfce-308a-47ac-831c-bbab517c0b04;Entrada;2024-04-25;;17;2025-03-02
52;003ddaf6-4b4c-4eb8-a71a-b0be4e7bf190;Saída;;2024-04-12;18;2025-03-26
2;33e97f61-63fd-4592-995c-0b8a0ae8f9ef;Entrada;2024-04-16;;19;2025-02-27
11;273079b8-1d5f-486c-ad06-bd191bf7314f;Saída;;2024-04-11;20;2024-11-28
64;cf26b873-8bb7-4e1f-98b6-b0bbd2c92d6a;Entrada;2024-04-10;;21;2024-08-07
33;53d5440c-1644-4f8a-ad2b-a173a4e190b7;Saída;;2024-04-05;22;2024-09-02
6;88a48739-a4ea-4a30-b012-20facf862a2c;Entrada;2024-04-10;;23;2025-01-10
71;dc294c5c-759f-4222-85df-31e50916a638;Saída;;2024-04-10;24;2024-12-02
64;f4d80747-8264-4325-8def-50db2dcd5400;Entrada;2024-04-17;;25;2024-05-27
68;55db1fdb-310b-4deb-b2f3-309402064569;Saída;;2024-04-13;26;2024-09-04
59;7eeae96b-dad4-4fb1-9180-c1888cd920a1;Entrada;2024-04-20;;27;2024-11-07
38;ae8b9b88-b68e-422f-8493-163d8c45d3a6;Saída;;2024-04-14;28;2024-12-21
80;1cfe801a-a243-45e3-a575-b6803d8463a8;Entrada;2024-04-24;;29;2025-01-08
64;29a8f252-3750-4876-8946-58b50dd28e95;Saída;;2024-04-15;30;2024-07-17
38;bfde2f40-79d1-451d-ae2f-06fa950f96be;Entrada;2024-04-15;;31;2025-02-15
4;fce9713c-894d-4f1d-a8b5-250bf278082c;Saída;;2024-04-19;32;2024-06-07
62;e8cb41ba-2f49-42e8-92cc-80979a126913;Entrada;2024-04-15;;33;2024-11-17
67;3d94e7e1-4bde-400c-86e6-e5d85468bca1;Saída;;2024-04-22;34;2025-01-12
33;a452dced-dc84-48b1-b285-16132c2f9e93;Entrada;2024-04-14;;35;2024-11-22
37;6f9e537a-0dee-47ac-8c93-6bd007a5aaec;Saída;;2024-04-19;36;2024-09-19
8;4e3d6fd8-8eaa-4989-ac89-febf1e155db0;Entrada;2024-04-07;;37;2024-04-12
4;04828e6e-4d4b-4d49-82c7-1e0f0ec94998;Saída;;2024-04-02;38;2024-06-13
48;a1c172f5-e5c5-44b0-b287-04547bbff171;Entrada;2024-04-24;;39;2024-11-08
38;b872ff3f-4224-450e-af7f-839317886c8a;Saída;;2024-04-24;40;2024-11-05
63;8f7d30b5-a470-4ea3-acd1-b71f726cb353;Entrada;2024-04-02;;41;2024-04-29
15;4912e35d-7d8c-4182-b452-98964ed5b6d9;Saída;;2024-04-11;42;2024-06-19
65;22d9e8b5-60fa-47c1-ab79-bd8454bfbe11;Entrada;2024-04-08;;43;2024-07-28
24;9500ce9f-8e52-4e31-8fa1-d638bb2d9443;Saída;;2024-04-07;44;2024-05-06
52;d01c2d4f-9666-4e7b-aa50-89095d80651c;Entrada;2024-04-14;;45;2024-09-22
50;4d459d54-f6e3-481a-9d01-351f972182d6;Saída;;2024-04-24;46;2025-03-04
74;10cb594e-088c-46d5-bd33-f85951cdcf70;Entrada;2024-04-25;;47;2024-08-29
6;329b6384-9a70-4a2d-bb79-0fca4eef632e;Saída;;2024-04-27;48;2025-02-28
61;4e70144d-23a9-4bf1-bf0c-7834ce095cbe;Entrada;2024-04-09;;49;2024-05-01
61;2e28799f-e238-4840-aea0-51c4b28d5365;Saída;;2024-04-17;50;2024-09-02
71;554e97de-74e6-4821-88de-0ed9bc1c87d4;Entrada;2024-04-01;;51;2024-04-22
29;7a52724a-a5b6-444b-8d1b-63d6c4178a19;Saída;;2024-04-29;52;2024-12-31
46;7af60977-aac5-44f7-974e-d608d7ba6c77;Entrada;2024-04-12;;53;2024-09-25
66;1ff0122f-fa6e-4aaf-814a-a67696e5e7b0;Saída;;2024-04-07;54;2025-03-12
62;6e3d810f-10e3-4087-be7b-58139f44656e;Entrada;2024-04-11;;55;2024-12-24
15;6e00f2cf-0946-4c93-9340-df61edfd7f2a;Saída;;2024-04-12;56;2024-05-30
73;95953bea-28c0-4e47-94b4-45755aa01144;Entrada;2024-04-04;;57;2024-09-06
34;a5bb26eb-d421-4f54-ace7-ec9e7508ed8a;Saída;;2024-04-28;58;2024-12-03
8;b75d2581-c962-4cfd-829a-e3fd8e130c66;Entrada;2024-04-04;;59;2025-03-19
54;0d8bfd8b-c5ce-43fb-b6ad-f13a92a79f18;Saída;;2024-04-01;60;2024-10-30
4;a079785f-2bd1-4ea2-8214-cfd1743e8c0f;Entrada;2024-04-18;;61;2024-12-18
53;454585cd-84fa-4b33-919d-96b465cd03e2;Saída;;2024-04-08;62;2025-03-11
12;af26be36-ce11-41fb-8c6f-38684136d619;Entrada;2024-04-16;;63;2024-11-23
40;f6b161d9-b07b-4987-9d26-22dd70f8bef0;Saída;;2024-04-06;64;2024-12-13
29;9cbbc755-434c-419a-ac2f-0388d584cae0;Entrada;2024-04-20;;65;2025-03-10
77;0bca2381-8426-4c53-8e05-5f58073a05a1;Saída;;2024-04-20;66;2024-10-09
21;9b3c524c-d64f-453f-b604-2e8e78378f00;Entrada;2024-04-25;;67;2024-06-23
54;7cda88cb-4e1f-43a9-995d-b17bb0eb5ba8;Saída;;2024-04-06;68;2024-06-29
8;b13711fc-1595-4b3f-8a29-f8bff22644b6;Entrada;2024-04-10;;69;2024-07-30
53;86fa15c7-b64f-4f7f-84b6-5ba500b734b7;Saída;;2024-04-03;70;2024-05-23
3;e3b6099e-cc36-4081-8ca2-7b1446259a37;Entrada;2024-04-15;;71;2024-11-09
38;7bd94d9c-e28a-4a42-a5e7-e56c256f6b80;Saída;;2024-04-11;72;2024-06-01
80;63509d6d-0f90-40aa-b228-fbdbe07b6630;Entrada;2024-04-29;;73;2024-06-10
43;0383d0d2-cbeb-4109-9225-5ffb881c4230;Saída;;2024-04-12;74;2024-04-11
74;8ba62a1e-91a3-461c-b4cf-055386ef5e48;Entrada;2024-04-12;;75;2024-08-08
45;badd63b1-6033-42cf-b281-04e9a1c4d774;Saída;;2024-04-02;76;2025-02-16
67;0a3dd86a-f0f4-4de1-aab3-924bf9f426db;Entrada;2024-04-16;;77;2025-03-21
31;ac7ffd60-1dde-457b-8d0f-850566cbd013;Saída;;2024-04-25;78;2025-02-11
25;c542718b-e5d2-4f5d-8743-b265fe8747cd;Entrada;2024-04-02;;79;2024-09-23
24;a4ee338e-52f4-4879-b42e-4ea058785016;Saída;;2024-04-04;80;2024-07-19
5;e05fb56c-6771-4f96-ab0a-09c733794f0e;Entrada;2024-04-10;;81;2025-01-23
49;dafd9ae3-7a25-417d-a698-6cdf9ef5a747;Saída;;2024-04-16;82;2024-12-21
3;7239f5d8-49b1-4a1a-9120-15b147138f52;Entrada;2024-04-01;;83;2024-12-10
57;e0e8fbb0-29ed-47f3-a74c-3d6156672952;Saída;;2024-04-07;84;2024-12-23
37;68fc968a-8b9e-4241-aae9-ad541bfd1b7a;Entrada;2024-04-17;;85;2024-11-03
26;4f4f97cf-b0f7-428f-b8ef-45b0331216b3;Saída;;2024-04-15;86;2024-12-07
24;9e4ccf3c-60b8-40a2-8f84-b9536fff14ba;Entrada;2024-04-02;;87;2024-12-29
7;23eabf39-f086-4c32-bdee-84b7321278a9;Saída;;2024-04-29;88;2025-03-28
