ID do Produto;Transação;Operação (Entrada/Saída);Data de Entrada;Data de Saída;Quantidade;Data de Validade
76;1d3019f3-5a29-4f55-bf92-06a61360634d;Entrada;2024-02-23;;1;2024-07-12
17;b9ff56ef-39e3-4416-ae74-f95310731bdf;Saída;;2024-02-08;2;2024-05-28
76;fecd5195-011d-48be-8aaf-c0289ab040c0;Entrada;2024-02-21;;3;2024-07-20
4;824c0207-a5ea-427d-ab1a-81b99dc2a4af;Saída;;2024-02-28;4;2024-05-28
55;6e99b249-175d-4793-af14-ce1453b118fb;Entrada;2024-02-10;;5;2024-10-21
12;a7fa12b5-b78d-4b99-92f0-1788721e692e;Saída;;2024-02-02;6;2024-03-02
30;2ca404de-f356-4db3-b757-2b518e716f18;Entrada;2024-02-04;;7;2024-09-02
52;fc885e20-1b42-4c7f-9864-dba5d094c60c;Saída;;2024-02-08;8;2024-02-29
44;be2fa7ce-fa86-474c-8058-7990a4a8ffb2;Entrada;2024-02-24;;9;2024-06-15
1;76ce906e-4a08-42e1-86de-8d955d866fe3;Saída;;2024-02-01;10;2024-07-27
55;bf08ecea-bac6-4ca3-b251-e3e1be6193ee;Entrada;2024-02-28;;11;2024-12-12
27;0e91eabe-6c42-493a-8ce8-cd9e6b2f9366;Saída;;2024-02-17;12;2024-07-31
30;5573627f-664f-4527-911e-fe297422e3a9;Entrada;2024-02-05;;13;2024-04-10
14;41ec51e8-9a8a-41a3-9e78-c03f5e517009;Saída;;2024-02-03;14;2024-04-23
2;c5da0e8b-8f62-4e83-93aa-48fa37ab89d1;Entrada;2024-02-11;;15;2024-06-10
21;4c998177-1695-4c78-92e9-8aed7afb7d3c;Saída;;2024-02-03;16;2024-04-07
48;7e0b2ace-e161-4de5-92d8-5d27ab684d9d;Entrada;2024-02-05;;17;2024-03-25
14;e3154d32-83ed-4cff-b982-3a96835b8ec6;Saída;;2024-02-11;18;2024-02-07
50;c25afb98-559b-4a68-be37-4fc6a6f2043c;Entrada;2024-02-25;;19;2024-04-19
1;572a59bf-d65f-405f-85b8-96a0a8f33564;Saída;;2024-02-04;20;2024-06-15
76;0c8ef19e-43db-4232-af64-e114c755466d;Entrada;2024-02-22;;21;2024-10-13
12;54b08dcf-8597-49c6-a12a-13ce71731fa1;Saída;;2024-02-17;22;2024-05-24
57;9b8e5686-13a2-4f9f-9210-863b2092b997;Entrada;2024-02-17;;23;2024-06-30
49;001616f8-cac1-431a-ac48-e17ad3258c4c;Saída;;2024-02-28;24;2024-08-30
67;055a4de0-4832-4b73-a56b-6fc80e496fa0;Entrada;2024-02-04;;25;2024-03-25
12;71e7c408-f25d-4835-9906-1296b68752e3;Saída;;2024-02-20;26;2025-01-07
66;dd408784-9eb4-45d1-98c6-4d3fb4a5b220;Entrada;2024-02-07;;27;2024-02-26
14;172b1114-3e24-489e-8730-451e7d0c999a;Saída;;2024-02-26;28;2024-07-27
54;d94895c6-ce3d-47fe-9ddc-a9850d1ad706;Entrada;2024-02-23;;29;2024-09-19
76;2a5157d6-54a1-400d-9693-8b5999e9756f;Saída;;2024-02-07;30;2024-11-02
49;81e00a99-75a9-4625-a7d9-a4a618d03bc7;Entrada;2024-02-05;;31;2024-07-17
49;47480a8c-5366-457a-b0f0-2f1bf9593ed5;Saída;;2024-02-05;32;2024-04-22
